ScoreType,Score,Value,Year,Local Authority
Anxiety,Medium (score 4 to 5) %,16.71,2020,Preston
Anxiety,Medium (score 4 to 5) %,20.9,2018,Preston
Anxiety,Medium (score 4 to 5) %,23.21,2022,Preston
Anxiety,Medium (score 4 to 5) %,9.6,2021,Ribble Valley
Anxiety,Medium (score 4 to 5) %,10.07,2018,Ribble Valley
Anxiety,Medium (score 4 to 5) %,12.06,2017,Ribble Valley
Anxiety,Medium (score 4 to 5) %,15.39,2015,Ribble Valley
Anxiety,Medium (score 4 to 5) %,15.9,2014,Ribble Valley
Anxiety,Medium (score 4 to 5) %,16.22,2016,Ribble Valley
Anxiety,Medium (score 4 to 5) %,17.09,2023,Ribble Valley
Anxiety,Medium (score 4 to 5) %,17.25,2012,Ribble Valley
Anxiety,Medium (score 4 to 5) %,17.45,2019,Ribble Valley
Anxiety,Medium (score 4 to 5) %,22.62,2022,Ribble Valley
Anxiety,Medium (score 4 to 5) %,22.87,2013,Ribble Valley
Anxiety,Medium (score 4 to 5) %,7.86,2023,Rossendale
Anxiety,Medium (score 4 to 5) %,8.65,2017,Rossendale
Anxiety,Medium (score 4 to 5) %,9.96,2020,Rossendale
Anxiety,Medium (score 4 to 5) %,10.35,2014,Rossendale
Anxiety,Medium (score 4 to 5) %,10.7,2018,Rossendale
Anxiety,Medium (score 4 to 5) %,11.66,2021,Rossendale
Anxiety,Medium (score 4 to 5) %,12.76,2013,Rossendale
Anxiety,Medium (score 4 to 5) %,13.65,2022,Rossendale
Anxiety,Medium (score 4 to 5) %,15.22,2015,Rossendale
Anxiety,Medium (score 4 to 5) %,16.8,2019,Rossendale
Anxiety,Medium (score 4 to 5) %,21.09,2016,Rossendale
Anxiety,Medium (score 4 to 5) %,27.93,2012,Rossendale
Anxiety,Medium (score 4 to 5) %,9.5,2015,South Ribble
Anxiety,Medium (score 4 to 5) %,11.55,2021,South Ribble
Anxiety,Medium (score 4 to 5) %,12.06,2019,South Ribble
Anxiety,Medium (score 4 to 5) %,12.58,2012,South Ribble
Anxiety,Medium (score 4 to 5) %,14.24,2022,South Ribble
Anxiety,Medium (score 4 to 5) %,14.52,2017,South Ribble
Anxiety,Medium (score 4 to 5) %,15.88,2013,South Ribble
Anxiety,Medium (score 4 to 5) %,17.43,2016,South Ribble
Anxiety,Medium (score 4 to 5) %,17.86,2018,South Ribble
Anxiety,Medium (score 4 to 5) %,18.54,2020,South Ribble
Anxiety,Medium (score 4 to 5) %,19.82,2014,South Ribble
Anxiety,Medium (score 4 to 5) %,30.28,2023,South Ribble
Anxiety,Medium (score 4 to 5) %,7.62,2019,West Lancashire
Anxiety,Medium (score 4 to 5) %,9.4,2022,West Lancashire
Anxiety,Medium (score 4 to 5) %,9.67,2013,West Lancashire
Anxiety,Medium (score 4 to 5) %,13.17,2020,West Lancashire
Anxiety,Medium (score 4 to 5) %,13.21,2021,West Lancashire
Anxiety,Medium (score 4 to 5) %,15.61,2018,West Lancashire
Anxiety,Medium (score 4 to 5) %,15.95,2014,West Lancashire
Anxiety,Medium (score 4 to 5) %,16.1,2016,West Lancashire
Anxiety,Medium (score 4 to 5) %,18.75,2017,West Lancashire
Anxiety,Medium (score 4 to 5) %,19.7,2012,West Lancashire
Anxiety,Medium (score 4 to 5) %,20.52,2015,West Lancashire
Anxiety,Medium (score 4 to 5) %,28.48,2023,West Lancashire
Anxiety,Medium (score 4 to 5) %,10.51,2018,Wyre
Anxiety,Medium (score 4 to 5) %,13.29,2017,Wyre
Anxiety,Medium (score 4 to 5) %,13.89,2014,Wyre
Anxiety,Medium (score 4 to 5) %,14.02,2015,Wyre
Anxiety,Medium (score 4 to 5) %,14.49,2013,Wyre
Anxiety,Medium (score 4 to 5) %,14.92,2016,Wyre
Anxiety,Medium (score 4 to 5) %,16.05,2022,Wyre
Anxiety,Medium (score 4 to 5) %,17.89,2021,Wyre
Anxiety,Medium (score 4 to 5) %,18.07,2020,Wyre
Anxiety,Medium (score 4 to 5) %,18.38,2019,Wyre
Anxiety,Medium (score 4 to 5) %,21.13,2012,Wyre
Anxiety,Medium (score 4 to 5) %,23.68,2023,Wyre
Anxiety,Very low (score 0 to 1) %,33.79,2012,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,34.34,2021,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,35.64,2022,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,36.12,2013,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,36.2,2014,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,39.91,2015,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,40.22,2023,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,40.75,2017,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,41.73,2016,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,44.1,2020,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,44.58,2018,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,49.88,2019,Blackburn with Darwen
Anxiety,Very low (score 0 to 1) %,30.44,2012,Blackpool
Anxiety,Very low (score 0 to 1) %,31.92,2021,Blackpool
Anxiety,Very low (score 0 to 1) %,32.82,2023,Blackpool
Anxiety,Very low (score 0 to 1) %,37.22,2022,Blackpool
Anxiety,Very low (score 0 to 1) %,39.35,2017,Blackpool
Anxiety,Very low (score 0 to 1) %,40.39,2013,Blackpool
Anxiety,Very low (score 0 to 1) %,41.47,2015,Blackpool
Anxiety,Very low (score 0 to 1) %,41.79,2020,Blackpool
Anxiety,Very low (score 0 to 1) %,42.08,2014,Blackpool
Anxiety,Very low (score 0 to 1) %,43.17,2018,Blackpool
Anxiety,Very low (score 0 to 1) %,43.38,2019,Blackpool
Anxiety,Very low (score 0 to 1) %,43.62,2016,Blackpool
Anxiety,Very low (score 0 to 1) %,33.64,2012,Burnley
Anxiety,Very low (score 0 to 1) %,39.91,2015,Burnley
Anxiety,Very low (score 0 to 1) %,40.38,2021,Burnley
Anxiety,Very low (score 0 to 1) %,41.93,2016,Burnley
Anxiety,Very low (score 0 to 1) %,42.24,2018,Burnley
Anxiety,Very low (score 0 to 1) %,43.98,2013,Burnley
Anxiety,Very low (score 0 to 1) %,46.22,2014,Burnley
Anxiety,Very low (score 0 to 1) %,46.98,2017,Burnley
Anxiety,Very low (score 0 to 1) %,48.02,2019,Burnley
Anxiety,Very low (score 0 to 1) %,57.58,2022,Burnley
Anxiety,Very low (score 0 to 1) %,61.62,2020,Burnley
Anxiety,Very low (score 0 to 1) %,35.67,2013,Chorley
Anxiety,Very low (score 0 to 1) %,37.73,2012,Chorley
Anxiety,Very low (score 0 to 1) %,40.93,2019,Chorley
Anxiety,Very low (score 0 to 1) %,42.64,2016,Chorley
Anxiety,Very low (score 0 to 1) %,42.98,2014,Chorley
Anxiety,Very low (score 0 to 1) %,43.22,2023,Chorley
Anxiety,Very low (score 0 to 1) %,44.46,2018,Chorley
Anxiety,Very low (score 0 to 1) %,47.46,2021,Chorley
Anxiety,Very low (score 0 to 1) %,47.74,2017,Chorley
Anxiety,Very low (score 0 to 1) %,49.34,2022,Chorley
Anxiety,Very low (score 0 to 1) %,49.54,2015,Chorley
Anxiety,Very low (score 0 to 1) %,51.41,2020,Chorley
Anxiety,Very low (score 0 to 1) %,31.43,2021,Fylde
Anxiety,Very low (score 0 to 1) %,36.2,2012,Fylde
Anxiety,Very low (score 0 to 1) %,40.76,2013,Fylde
Anxiety,Very low (score 0 to 1) %,42.34,2014,Fylde
Anxiety,Very low (score 0 to 1) %,42.35,2015,Fylde
Anxiety,Very low (score 0 to 1) %,42.86,2018,Fylde
Anxiety,Very low (score 0 to 1) %,44.85,2017,Fylde
Anxiety,Very low (score 0 to 1) %,44.93,2023,Fylde
Anxiety,Very low (score 0 to 1) %,50.22,2022,Fylde
Anxiety,Very low (score 0 to 1) %,51.26,2016,Fylde
Anxiety,Very low (score 0 to 1) %,54.57,2020,Fylde
Anxiety,Very low (score 0 to 1) %,58.3,2019,Fylde
Anxiety,Very low (score 0 to 1) %,24.77,2023,Hyndburn
Anxiety,Very low (score 0 to 1) %,33.54,2016,Hyndburn
Anxiety,Very low (score 0 to 1) %,33.65,2014,Hyndburn
Anxiety,Very low (score 0 to 1) %,35.36,2020,Hyndburn
Anxiety,Very low (score 0 to 1) %,37.77,2012,Hyndburn
Anxiety,Very low (score 0 to 1) %,40.3,2013,Hyndburn
Anxiety,Very low (score 0 to 1) %,41.56,2021,Hyndburn
Anxiety,Very low (score 0 to 1) %,43.4,2018,Hyndburn
Anxiety,Very low (score 0 to 1) %,45.53,2019,Hyndburn
Anxiety,Very low (score 0 to 1) %,46.52,2015,Hyndburn
Anxiety,Very low (score 0 to 1) %,49.3,2022,Hyndburn
Anxiety,Very low (score 0 to 1) %,51.51,2017,Hyndburn
Anxiety,Very low (score 0 to 1) %,31.98,2017,Lancaster
Anxiety,Very low (score 0 to 1) %,32.62,2023,Lancaster
Anxiety,Very low (score 0 to 1) %,33.37,2021,Lancaster
Anxiety,Very low (score 0 to 1) %,35.63,2022,Lancaster
Anxiety,Very low (score 0 to 1) %,37.65,2012,Lancaster
Anxiety,Very low (score 0 to 1) %,38.49,2013,Lancaster
Anxiety,Very low (score 0 to 1) %,40.28,2018,Lancaster
Anxiety,Very low (score 0 to 1) %,40.45,2019,Lancaster
Anxiety,Very low (score 0 to 1) %,41.5,2020,Lancaster
Anxiety,Very low (score 0 to 1) %,44.83,2016,Lancaster
Anxiety,Very low (score 0 to 1) %,50.52,2014,Lancaster
Anxiety,Very low (score 0 to 1) %,58.29,2015,Lancaster
Anxiety,Very low (score 0 to 1) %,20.45,2021,Pendle
Anxiety,Very low (score 0 to 1) %,32.13,2014,Pendle
Anxiety,Very low (score 0 to 1) %,38.35,2013,Pendle
Anxiety,Very low (score 0 to 1) %,39.1,2015,Pendle
Anxiety,Very low (score 0 to 1) %,39.78,2018,Pendle
Anxiety,Very low (score 0 to 1) %,44.72,2016,Pendle
Anxiety,Very low (score 0 to 1) %,46.8,2017,Pendle
Anxiety,Very low (score 0 to 1) %,47.83,2012,Pendle
Anxiety,Very low (score 0 to 1) %,48.67,2020,Pendle
Anxiety,Very low (score 0 to 1) %,49.49,2019,Pendle
Anxiety,Very low (score 0 to 1) %,51.9,2022,Pendle
Anxiety,Very low (score 0 to 1) %,52.63,2023,Pendle
Anxiety,Very low (score 0 to 1) %,26.58,2022,Preston
Anxiety,Very low (score 0 to 1) %,33.55,2018,Preston
Anxiety,Very low (score 0 to 1) %,35.46,2023,Preston
Anxiety,Very low (score 0 to 1) %,37.32,2016,Preston
Anxiety,Very low (score 0 to 1) %,38.26,2017,Preston
Anxiety,Very low (score 0 to 1) %,40.49,2021,Preston
Anxiety,Very low (score 0 to 1) %,40.95,2012,Preston
Anxiety,Very low (score 0 to 1) %,41.01,2014,Preston
Anxiety,Very low (score 0 to 1) %,41.53,2020,Preston
Anxiety,Very low (score 0 to 1) %,45.97,2015,Preston
Anxiety,Very low (score 0 to 1) %,48.97,2013,Preston
Anxiety,Very low (score 0 to 1) %,52.12,2019,Preston
Anxiety,Very low (score 0 to 1) %,33.01,2023,Ribble Valley
Anxiety,Very low (score 0 to 1) %,34.74,2013,Ribble Valley
Anxiety,Very low (score 0 to 1) %,34.89,2021,Ribble Valley
Anxiety,Very low (score 0 to 1) %,37.16,2016,Ribble Valley
Anxiety,Very low (score 0 to 1) %,37.71,2022,Ribble Valley
Anxiety,Very low (score 0 to 1) %,40.61,2012,Ribble Valley
Anxiety,Very low (score 0 to 1) %,41.59,2019,Ribble Valley
Anxiety,Very low (score 0 to 1) %,43.42,2017,Ribble Valley
Anxiety,Very low (score 0 to 1) %,43.75,2018,Ribble Valley
Anxiety,Very low (score 0 to 1) %,44.22,2015,Ribble Valley
Anxiety,Very low (score 0 to 1) %,49.59,2014,Ribble Valley
Anxiety,Very low (score 0 to 1) %,51.51,2020,Ribble Valley
Anxiety,Very low (score 0 to 1) %,34.05,2016,Rossendale
Anxiety,Very low (score 0 to 1) %,35.39,2015,Rossendale
Anxiety,Very low (score 0 to 1) %,36.24,2012,Rossendale
Anxiety,Very low (score 0 to 1) %,38.29,2023,Rossendale
Anxiety,Very low (score 0 to 1) %,41.69,2014,Rossendale
Anxiety,Very low (score 0 to 1) %,42.81,2022,Rossendale
Anxiety,Very low (score 0 to 1) %,43.47,2017,Rossendale
Anxiety,Very low (score 0 to 1) %,44.05,2018,Rossendale
Anxiety,Very low (score 0 to 1) %,46,2013,Rossendale
Anxiety,Very low (score 0 to 1) %,46.61,2021,Rossendale
Anxiety,Very low (score 0 to 1) %,47.53,2019,Rossendale
Anxiety,Very low (score 0 to 1) %,52.11,2020,Rossendale
Anxiety,Very low (score 0 to 1) %,31.28,2022,South Ribble
Anxiety,Very low (score 0 to 1) %,32.06,2014,South Ribble
Anxiety,Very low (score 0 to 1) %,34.61,2012,South Ribble
Anxiety,Very low (score 0 to 1) %,35.45,2023,South Ribble
Anxiety,Very low (score 0 to 1) %,36.12,2019,South Ribble
Anxiety,Very low (score 0 to 1) %,36.2,2013,South Ribble
Anxiety,Very low (score 0 to 1) %,40.47,2021,South Ribble
Anxiety,Very low (score 0 to 1) %,40.48,2020,South Ribble
Anxiety,Very low (score 0 to 1) %,43.12,2018,South Ribble
Anxiety,Very low (score 0 to 1) %,43.24,2015,South Ribble
Anxiety,Very low (score 0 to 1) %,43.79,2016,South Ribble
Anxiety,Very low (score 0 to 1) %,49.18,2017,South Ribble
Anxiety,Very low (score 0 to 1) %,32.72,2016,West Lancashire
Anxiety,Very low (score 0 to 1) %,33.98,2013,West Lancashire
