Local Authority,Sum of Value,Measures,Year,Quarter,Month,Attribute
West Lancashire,56.8,Variable,2014,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,30.7,Variable,2014,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,20.9,Variable,2014,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,25.9,Variable,2014,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,7,Variable,2014,Qtr 4,December,16+ unemployment rate - white
West Lancashire,52,Variable,2014,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,34.8,Variable,2014,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,63.7,Variable,2014,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,26.9,Variable,2015,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,23.1,Variable,2015,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,25.1,Variable,2015,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,6.6,Variable,2015,Qtr 2,June,16+ unemployment rate - white
West Lancashire,56.3,Variable,2015,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,62.4,Variable,2015,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,45.6,Variable,2015,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,27.9,Variable,2015,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,32,Variable,2015,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,29.9,Variable,2015,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,4.3,Variable,2015,Qtr 4,December,16+ unemployment rate - white
West Lancashire,46.8,Variable,2015,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,59.6,Variable,2015,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,25.7,Variable,2016,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,30.6,Variable,2016,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,28,Variable,2016,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,36.1,Variable,2016,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,48.5,Variable,2016,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,21.6,Variable,2016,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,31.3,Variable,2016,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,26.4,Variable,2016,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,28.9,Variable,2016,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,39.4,Variable,2016,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,39.9,Variable,2016,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,38.7,Variable,2016,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,32.9,Variable,2017,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,19,Variable,2017,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,26,Variable,2017,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,4.1,Variable,2017,Qtr 2,June,16+ unemployment rate - white
West Lancashire,49.7,Variable,2017,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,35.4,Variable,2017,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,62.7,Variable,2017,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,42.3,Variable,2017,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,21.9,Variable,2017,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,32.2,Variable,2017,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,5.3,Variable,2017,Qtr 4,December,16+ unemployment rate - white
West Lancashire,49.6,Variable,2017,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,37.3,Variable,2017,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,62.3,Variable,2017,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,67.9,Variable,2018,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
West Lancashire,75.5,Variable,2018,Qtr 2,June,% of  ethnic minority females of  aged 16-64 who are economically inactive
West Lancashire,31.3,Variable,2018,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,21.5,Variable,2018,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,26.3,Variable,2018,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,6.1,Variable,2018,Qtr 2,June,16+ unemployment rate - white
West Lancashire,58.2,Variable,2018,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,54.3,Variable,2018,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,62.5,Variable,2018,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,66.6,Variable,2018,Qtr 4,December,% of  ethnic minority aged 16-64 who are economically inactive
West Lancashire,75.1,Variable,2018,Qtr 4,December,% of  ethnic minority females of  aged 16-64 who are economically inactive
West Lancashire,20.2,Variable,2018,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,23.3,Variable,2018,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,21.8,Variable,2018,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,8.6,Variable,2018,Qtr 4,December,16+ unemployment rate - white
West Lancashire,65.7,Variable,2018,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,71,Variable,2018,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,60.6,Variable,2018,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,32.2,Variable,2019,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,30,Variable,2019,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,31.1,Variable,2019,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,5.9,Variable,2019,Qtr 2,June,16+ unemployment rate - white
West Lancashire,57,Variable,2019,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,55.8,Variable,2019,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,58.4,Variable,2019,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,30.7,Variable,2019,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,29.8,Variable,2019,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,30.2,Variable,2019,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,54.7,Variable,2019,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,58.4,Variable,2019,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,49.4,Variable,2019,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,30.5,Variable,2020,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,23.8,Variable,2020,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,27.2,Variable,2020,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,4.5,Variable,2020,Qtr 2,June,16+ unemployment rate - white
West Lancashire,58.9,Variable,2020,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,61.1,Variable,2020,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,56.2,Variable,2020,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,27.5,Variable,2020,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,17.8,Variable,2020,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,22.6,Variable,2020,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,8.3,Variable,2020,Qtr 4,December,16+ unemployment rate - white
West Lancashire,61.2,Variable,2020,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,58.4,Variable,2020,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,63.2,Variable,2020,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,33,Variable,2021,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,9.7,Variable,2021,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,20.9,Variable,2021,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,6.6,Variable,2021,Qtr 2,June,16+ unemployment rate - white
West Lancashire,57.5,Variable,2021,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,40.2,Variable,2021,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,74.4,Variable,2021,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,30.5,Variable,2021,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,9.4,Variable,2021,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,19.8,Variable,2021,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,3.4,Variable,2021,Qtr 4,December,16+ unemployment rate - white
West Lancashire,53.5,Variable,2021,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,33.7,Variable,2021,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,79.7,Variable,2021,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,31.2,Variable,2022,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,23,Variable,2022,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,27.2,Variable,2022,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,41.4,Variable,2022,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,31.4,Variable,2022,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,48.2,Variable,2022,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,28.9,Variable,2022,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,27.7,Variable,2022,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,28.3,Variable,2022,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,6.4,Variable,2022,Qtr 4,December,16+ unemployment rate - white
West Lancashire,49.9,Variable,2022,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,61.2,Variable,2022,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,38.3,Variable,2022,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,17.7,Variable,2023,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,25.1,Variable,2023,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,21.8,Variable,2023,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,7.4,Variable,2023,Qtr 2,June,16+ unemployment rate - white
West Lancashire,58.7,Variable,2023,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,86.4,Variable,2023,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,33.9,Variable,2023,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,14.1,Variable,2023,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,20.2,Variable,2023,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,17.8,Variable,2023,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,32.9,Variable,2023,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,17.2,Variable,2024,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,13.7,Variable,2024,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,15.3,Variable,2024,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,44.6,Variable,2024,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,34.4,Variable,2024,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,54.2,Variable,2024,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,14.7,Variable,2024,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,11.3,Variable,2024,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,63.6,Variable,2024,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,46.3,Variable,2024,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,73.4,Variable,2024,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,19.9,Variable,2025,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
West Lancashire,9.4,Variable,2025,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
West Lancashire,15.6,Variable,2025,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
West Lancashire,55.7,Variable,2025,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,36.8,Variable,2025,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,74.9,Variable,2025,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
West Lancashire,20.6,Variable,2025,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
West Lancashire,15.7,Variable,2025,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
West Lancashire,18.5,Variable,2025,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
West Lancashire,53.2,Variable,2025,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
West Lancashire,44.6,Variable,2025,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
West Lancashire,73.4,Variable,2025,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,15.2,Confidence,2013,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,14.8,Confidence,2013,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,6.8,Confidence,2013,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,5.1,Confidence,2013,Qtr 2,June,16+ unemployment rate - white
Wyre,15.7,Confidence,2013,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,15.6,Confidence,2013,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,7,Confidence,2013,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,15.2,Confidence,2014,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,16.1,Confidence,2014,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,7,Confidence,2014,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,16.6,Confidence,2014,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,13.8,Confidence,2014,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,13.5,Confidence,2014,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,6.1,Confidence,2014,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,15.5,Confidence,2014,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,21.8,Confidence,2014,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,22.5,Confidence,2014,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,15.3,Confidence,2015,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,15.8,Confidence,2015,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,6.9,Confidence,2015,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,16.3,Confidence,2015,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,16.1,Confidence,2015,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,17.5,Confidence,2015,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,7.5,Confidence,2015,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,16.4,Confidence,2015,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,20.9,Confidence,2015,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,15.8,Confidence,2016,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,15.8,Confidence,2016,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,7.1,Confidence,2016,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,15.6,Confidence,2016,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,20.3,Confidence,2016,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,16.6,Confidence,2016,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,7,Confidence,2016,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,17.3,Confidence,2016,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,21.4,Confidence,2016,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,17.2,Confidence,2017,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,15.1,Confidence,2017,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,7.3,Confidence,2017,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,17.2,Confidence,2017,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,21.7,Confidence,2017,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,15,Confidence,2017,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,16.1,Confidence,2017,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,6.9,Confidence,2017,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,16.1,Confidence,2017,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,22.2,Confidence,2017,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,24.1,Confidence,2017,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,14.4,Confidence,2018,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,14.2,Confidence,2018,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,6.4,Confidence,2018,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,16.5,Confidence,2018,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,22.7,Confidence,2018,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,23.9,Confidence,2018,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,15.1,Confidence,2018,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,13.6,Confidence,2018,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,6.4,Confidence,2018,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,17.4,Confidence,2018,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,24.2,Confidence,2018,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,15.5,Confidence,2019,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,12.5,Confidence,2019,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,6.4,Confidence,2019,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,19.5,Confidence,2019,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,16.4,Confidence,2019,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,6.5,Confidence,2019,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,18.5,Confidence,2019,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,17.8,Confidence,2020,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,7,Confidence,2020,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,17.6,Confidence,2020,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,21.5,Confidence,2020,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,19.5,Confidence,2020,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,7.6,Confidence,2020,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,17.5,Confidence,2020,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,19.2,Confidence,2020,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,17.1,Confidence,2021,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,7.5,Confidence,2021,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,18.3,Confidence,2021,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,24,Confidence,2021,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,14.7,Confidence,2021,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,16.8,Confidence,2021,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,7,Confidence,2021,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,17.7,Confidence,2021,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,22.3,Confidence,2021,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,15.3,Confidence,2022,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,16.8,Confidence,2022,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,7.2,Confidence,2022,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,16.4,Confidence,2022,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,22,Confidence,2022,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,25.6,Confidence,2022,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,17.7,Confidence,2022,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,16.3,Confidence,2022,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,7.6,Confidence,2022,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,16.8,Confidence,2022,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,25.1,Confidence,2022,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,23,Confidence,2023,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,9.5,Confidence,2023,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,17.6,Confidence,2023,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,24.8,Confidence,2023,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,10.6,Confidence,2023,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,21.2,Confidence,2023,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,18.8,Confidence,2024,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,7.5,Confidence,2024,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,19.5,Confidence,2024,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,25.2,Confidence,2024,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,8.1,Confidence,2025,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,17,Confidence,2025,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,25.1,Confidence,2025,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,23.9,Confidence,2025,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,17.5,Confidence,2025,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,7.8,Confidence,2025,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,15.5,Confidence,2025,Qtr 4,December,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,23.2,Confidence,2025,Qtr 4,December,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,21.6,Confidence,2025,Qtr 4,December,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,33900,Denominator,2013,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,30400,Denominator,2013,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,64400,Denominator,2013,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,50100,Denominator,2013,Qtr 2,June,16+ unemployment rate - white
Wyre,33700,Denominator,2013,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
Wyre,30800,Denominator,2013,Qtr 4,December,% of  white males aged 16-64 who are economically inactive
Wyre,64400,Denominator,2013,Qtr 4,December,% of  whites aged 16-64 who are economically inactive
Wyre,51000,Denominator,2013,Qtr 4,December,16+ unemployment rate - white
Wyre,1300,Denominator,2014,Qtr 2,June,% of  ethnic minority aged 16-64 who are economically inactive
Wyre,32900,Denominator,2014,Qtr 2,June,% of  white females aged 16-64 who are economically inactive
Wyre,29800,Denominator,2014,Qtr 2,June,% of  white males aged 16-64 who are economically inactive
Wyre,62700,Denominator,2014,Qtr 2,June,% of  whites aged 16-64 who are economically inactive
Wyre,1300,Denominator,2014,Qtr 2,June,16+ unemployment rate - ethnic minority
Wyre,49100,Denominator,2014,Qtr 2,June,16+ unemployment rate - white
Wyre,14400,Denominator,2014,Qtr 2,June,Economic activity rate aged 16-64 - EA core or work-limiting disabled
Wyre,7200,Denominator,2014,Qtr 2,June,Economic activity rate females aged 16-64 - EA core or work-limiting disabled
Wyre,7200,Denominator,2014,Qtr 2,June,Economic activity rate males aged 16-64 - EA core or work-limiting disabled
Wyre,33300,Denominator,2014,Qtr 4,December,% of  white females aged 16-64 who are economically inactive
