Sum of Value,Year,Quarter,Month,Day,Range (groups),Range,Local Authority,Attribute
6726,2013,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,Number of previous offences
750,2013,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,offenders
1050,2013,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffences
300,2013,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffenders
10728,2013,Qtr 3,September,1,18-24,18 to 20,Blackpool,Number of previous offences
966,2013,Qtr 3,September,1,18-24,18 to 20,Blackpool,offenders
1356,2013,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffences
408,2013,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffenders
49204,2013,Qtr 3,September,1,18-24,18 to 20,Lancashire,Number of previous offences
5516,2013,Qtr 3,September,1,18-24,18 to 20,Lancashire,offenders
6478,2013,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffences
2078,2013,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffenders
14919,2013,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,Number of previous offences
1128,2013,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,offenders
1437,2013,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffences
420,2013,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffenders
19299,2013,Qtr 3,September,1,18-24,21 to 24,Blackpool,Number of previous offences
1485,2013,Qtr 3,September,1,18-24,21 to 24,Blackpool,offenders
1641,2013,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffences
534,2013,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffenders
88116,2013,Qtr 3,September,1,18-24,21 to 24,Lancashire,Number of previous offences
7552,2013,Qtr 3,September,1,18-24,21 to 24,Lancashire,offenders
7299,2013,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffences
2520,2013,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffenders
25488,2013,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,Number of previous offences
1251,2013,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,offenders
2328,2013,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffences
552,2013,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffenders
26619,2013,Qtr 3,September,1,25-34,25 to 29,Blackpool,Number of previous offences
1560,2013,Qtr 3,September,1,25-34,25 to 29,Blackpool,offenders
1686,2013,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffences
468,2013,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffenders
126311,2013,Qtr 3,September,1,25-34,25 to 29,Lancashire,Number of previous offences
7765,2013,Qtr 3,September,1,25-34,25 to 29,Lancashire,offenders
9267,2013,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffences
2590,2013,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffenders
28725,2013,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,Number of previous offences
1044,2013,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,offenders
1752,2013,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffences
435,2013,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffenders
35778,2013,Qtr 3,September,1,25-34,30 to 34,Blackpool,Number of previous offences
1347,2013,Qtr 3,September,1,25-34,30 to 34,Blackpool,offenders
1890,2013,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffences
507,2013,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffenders
143646,2013,Qtr 3,September,1,25-34,30 to 34,Lancashire,Number of previous offences
6095,2013,Qtr 3,September,1,25-34,30 to 34,Lancashire,offenders
8531,2013,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffences
2075,2013,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffenders
29214,2013,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,Number of previous offences
762,2013,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,offenders
1353,2013,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffences
285,2013,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffenders
36120,2013,Qtr 3,September,1,35-49,35 to 39,Blackpool,Number of previous offences
1161,2013,Qtr 3,September,1,35-49,35 to 39,Blackpool,offenders
1893,2013,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffences
453,2013,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffenders
154351,2013,Qtr 3,September,1,35-49,35 to 39,Lancashire,Number of previous offences
5012,2013,Qtr 3,September,1,35-49,35 to 39,Lancashire,offenders
8099,2013,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffences
1797,2013,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffenders
20127,2013,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,Number of previous offences
543,2013,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,offenders
453,2013,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffences
177,2013,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffenders
45018,2013,Qtr 3,September,1,35-49,40 to 44,Blackpool,Number of previous offences
1104,2013,Qtr 3,September,1,35-49,40 to 44,Blackpool,offenders
1791,2013,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffences
378,2013,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffenders
131707,2013,Qtr 3,September,1,35-49,40 to 44,Lancashire,Number of previous offences
4152,2013,Qtr 3,September,1,35-49,40 to 44,Lancashire,offenders
4927,2013,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffences
1334,2013,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffenders
16080,2013,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,Number of previous offences
411,2013,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,offenders
516,2013,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffences
141,2013,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffenders
22140,2013,Qtr 3,September,1,35-49,45 to 49,Blackpool,Number of previous offences
765,2013,Qtr 3,September,1,35-49,45 to 49,Blackpool,offenders
750,2013,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffences
213,2013,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffenders
78947,2013,Qtr 3,September,1,35-49,45 to 49,Lancashire,Number of previous offences
2912,2013,Qtr 3,September,1,35-49,45 to 49,Lancashire,offenders
3239,2013,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffences
790,2013,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffenders
9213,2013,Qtr 3,September,1,50+,50+,Blackburn with Darwen,Number of previous offences
546,2013,Qtr 3,September,1,50+,50+,Blackburn with Darwen,offenders
444,2013,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffences
108,2013,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffenders
25896,2013,Qtr 3,September,1,50+,50+,Blackpool,Number of previous offences
993,2013,Qtr 3,September,1,50+,50+,Blackpool,offenders
1131,2013,Qtr 3,September,1,50+,50+,Blackpool,reoffences
213,2013,Qtr 3,September,1,50+,50+,Blackpool,reoffenders
81402,2013,Qtr 3,September,1,50+,50+,Lancashire,Number of previous offences
3957,2013,Qtr 3,September,1,50+,50+,Lancashire,offenders
2817,2013,Qtr 3,September,1,50+,50+,Lancashire,reoffences
770,2013,Qtr 3,September,1,50+,50+,Lancashire,reoffenders
14049,2013,Qtr 3,September,1,Female,Female,Blackburn with Darwen,Number of previous offences
1194,2013,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
1268,2013,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
352,2013,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
23294,2013,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
2117,2013,Qtr 3,September,1,Female,Female,Blackpool,offenders
1876,2013,Qtr 3,September,1,Female,Female,Blackpool,reoffences
530,2013,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
104057,2013,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
9235,2013,Qtr 3,September,1,Female,Female,Lancashire,offenders
8986,2013,Qtr 3,September,1,Female,Female,Lancashire,reoffences
2408,2013,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
138539,2013,Qtr 3,September,1,Male,Male,Blackburn with Darwen,Number of previous offences
5909,2013,Qtr 3,September,1,Male,Male,Blackburn with Darwen,offenders
9017,2013,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffences
2354,2013,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffenders
206480,2013,Qtr 3,September,1,Male,Male,Blackpool,Number of previous offences
8328,2013,Qtr 3,September,1,Male,Male,Blackpool,offenders
13078,2013,Qtr 3,September,1,Male,Male,Blackpool,reoffences
3184,2013,Qtr 3,September,1,Male,Male,Blackpool,reoffenders
776867,2013,Qtr 3,September,1,Male,Male,Lancashire,Number of previous offences
39791,2013,Qtr 3,September,1,Male,Male,Lancashire,offenders
51993,2013,Qtr 3,September,1,Male,Male,Lancashire,reoffences
14353,2013,Qtr 3,September,1,Male,Male,Lancashire,reoffenders
420,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,Number of previous offences
196,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,offenders
368,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffences
88,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffenders
1076,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,Number of previous offences
180,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,offenders
1092,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffences
100,2013,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffenders
3230,2013,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,Number of previous offences
1566,2013,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,offenders
2813,2013,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffences
743,2013,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffenders
1676,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,Number of previous offences
472,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,offenders
584,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffences
200,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffenders
7100,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,Number of previous offences
884,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,offenders
1724,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffences
440,2013,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffenders
24010,2013,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,Number of previous offences
4499,2013,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,offenders
7509,2013,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffences
2064,2013,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffenders
3753,2014,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,Number of previous offences
609,2014,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,offenders
636,2014,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffences
201,2014,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffenders
6660,2014,Qtr 3,September,1,18-24,18 to 20,Blackpool,Number of previous offences
726,2014,Qtr 3,September,1,18-24,18 to 20,Blackpool,offenders
909,2014,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffences
276,2014,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffenders
31215,2014,Qtr 3,September,1,18-24,18 to 20,Lancashire,Number of previous offences
4210,2014,Qtr 3,September,1,18-24,18 to 20,Lancashire,offenders
4301,2014,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffences
1344,2014,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffenders
11817,2014,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,Number of previous offences
1008,2014,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,offenders
843,2014,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffences
345,2014,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffenders
17025,2014,Qtr 3,September,1,18-24,21 to 24,Blackpool,Number of previous offences
1170,2014,Qtr 3,September,1,18-24,21 to 24,Blackpool,offenders
1203,2014,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffences
405,2014,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffenders
78170,2014,Qtr 3,September,1,18-24,21 to 24,Lancashire,Number of previous offences
6687,2014,Qtr 3,September,1,18-24,21 to 24,Lancashire,offenders
5497,2014,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffences
2020,2014,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffenders
21381,2014,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,Number of previous offences
1140,2014,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,offenders
1617,2014,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffences
387,2014,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffenders
26172,2014,Qtr 3,September,1,25-34,25 to 29,Blackpool,Number of previous offences
1455,2014,Qtr 3,September,1,25-34,25 to 29,Blackpool,offenders
1710,2014,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffences
471,2014,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffenders
116147,2014,Qtr 3,September,1,25-34,25 to 29,Lancashire,Number of previous offences
7279,2014,Qtr 3,September,1,25-34,25 to 29,Lancashire,offenders
7295,2014,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffences
2242,2014,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffenders
25941,2014,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,Number of previous offences
876,2014,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,offenders
1200,2014,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffences
327,2014,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffenders
33393,2014,Qtr 3,September,1,25-34,30 to 34,Blackpool,Number of previous offences
1176,2014,Qtr 3,September,1,25-34,30 to 34,Blackpool,offenders
2019,2014,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffences
462,2014,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffenders
129965,2014,Qtr 3,September,1,25-34,30 to 34,Lancashire,Number of previous offences
5373,2014,Qtr 3,September,1,25-34,30 to 34,Lancashire,offenders
6563,2014,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffences
1742,2014,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffenders
28095,2014,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,Number of previous offences
750,2014,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,offenders
1122,2014,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffences
312,2014,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffenders
37317,2014,Qtr 3,September,1,35-49,35 to 39,Blackpool,Number of previous offences
981,2014,Qtr 3,September,1,35-49,35 to 39,Blackpool,offenders
1665,2014,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffences
357,2014,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffenders
139401,2014,Qtr 3,September,1,35-49,35 to 39,Lancashire,Number of previous offences
4327,2014,Qtr 3,September,1,35-49,35 to 39,Lancashire,offenders
5561,2014,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffences
1528,2014,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffenders
21786,2014,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,Number of previous offences
627,2014,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,offenders
612,2014,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffences
195,2014,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffenders
35916,2014,Qtr 3,September,1,35-49,40 to 44,Blackpool,Number of previous offences
885,2014,Qtr 3,September,1,35-49,40 to 44,Blackpool,offenders
1134,2014,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffences
303,2014,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffenders
136048,2014,Qtr 3,September,1,35-49,40 to 44,Lancashire,Number of previous offences
3891,2014,Qtr 3,September,1,35-49,40 to 44,Lancashire,offenders
4434,2014,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffences
1207,2014,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffenders
13209,2014,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,Number of previous offences
408,2014,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,offenders
303,2014,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffences
99,2014,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffenders
27276,2014,Qtr 3,September,1,35-49,45 to 49,Blackpool,Number of previous offences
807,2014,Qtr 3,September,1,35-49,45 to 49,Blackpool,offenders
960,2014,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffences
228,2014,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffenders
84880,2014,Qtr 3,September,1,35-49,45 to 49,Lancashire,Number of previous offences
2883,2014,Qtr 3,September,1,35-49,45 to 49,Lancashire,offenders
3037,2014,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffences
736,2014,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffenders
11388,2014,Qtr 3,September,1,50+,50+,Blackburn with Darwen,Number of previous offences
483,2014,Qtr 3,September,1,50+,50+,Blackburn with Darwen,offenders
447,2014,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffences
123,2014,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffenders
27009,2014,Qtr 3,September,1,50+,50+,Blackpool,Number of previous offences
840,2014,Qtr 3,September,1,50+,50+,Blackpool,offenders
921,2014,Qtr 3,September,1,50+,50+,Blackpool,reoffences
201,2014,Qtr 3,September,1,50+,50+,Blackpool,reoffenders
76492,2014,Qtr 3,September,1,50+,50+,Lancashire,Number of previous offences
3624,2014,Qtr 3,September,1,50+,50+,Lancashire,offenders
3009,2014,Qtr 3,September,1,50+,50+,Lancashire,reoffences
681,2014,Qtr 3,September,1,50+,50+,Lancashire,reoffenders
12532,2014,Qtr 3,September,1,Female,Female,Blackburn with Darwen,Number of previous offences
992,2014,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
546,2014,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
219,2014,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
24838,2014,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
1584,2014,Qtr 3,September,1,Female,Female,Blackpool,offenders
1999,2014,Qtr 3,September,1,Female,Female,Blackpool,reoffences
418,2014,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
91276,2014,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
7736,2014,Qtr 3,September,1,Female,Female,Lancashire,offenders
6492,2014,Qtr 3,September,1,Female,Female,Lancashire,reoffences
1792,2014,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
127338,2014,Qtr 3,September,1,Male,Male,Blackburn with Darwen,Number of previous offences
5397,2014,Qtr 3,September,1,Male,Male,Blackburn with Darwen,offenders
6950,2014,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffences
1970,2014,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffenders
192230,2014,Qtr 3,September,1,Male,Male,Blackpool,Number of previous offences
7296,2014,Qtr 3,September,1,Male,Male,Blackpool,offenders
10726,2014,Qtr 3,September,1,Male,Male,Blackpool,reoffences
2737,2014,Qtr 3,September,1,Male,Male,Blackpool,reoffenders
726490,2014,Qtr 3,September,1,Male,Male,Lancashire,Number of previous offences
35206,2014,Qtr 3,September,1,Male,Male,Lancashire,offenders
43095,2014,Qtr 3,September,1,Male,Male,Lancashire,reoffences
12007,2014,Qtr 3,September,1,Male,Male,Lancashire,reoffenders
380,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,Number of previous offences
112,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,offenders
292,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffences
40,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffenders
840,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,Number of previous offences
204,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,offenders
508,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffences
108,2014,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffenders
4033,2014,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,Number of previous offences
1187,2014,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,offenders
3208,2014,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffences
637,2014,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffenders
2120,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,Number of previous offences
376,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,offenders
424,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffences
160,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffenders
5460,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,Number of previous offences
636,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,offenders
1696,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffences
344,2014,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffenders
21415,2014,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,Number of previous offences
3481,2014,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,offenders
6682,2014,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffences
1662,2014,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffenders
2583,2015,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,Number of previous offences
471,2015,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,offenders
375,2015,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffences
120,2015,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffenders
6855,2015,Qtr 3,September,1,18-24,18 to 20,Blackpool,Number of previous offences
684,2015,Qtr 3,September,1,18-24,18 to 20,Blackpool,offenders
696,2015,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffences
237,2015,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffenders
23834,2015,Qtr 3,September,1,18-24,18 to 20,Lancashire,Number of previous offences
3283,2015,Qtr 3,September,1,18-24,18 to 20,Lancashire,offenders
3801,2015,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffences
1019,2015,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffenders
10392,2015,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,Number of previous offences
813,2015,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,offenders
939,2015,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffences
279,2015,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffenders
13404,2015,Qtr 3,September,1,18-24,21 to 24,Blackpool,Number of previous offences
1077,2015,Qtr 3,September,1,18-24,21 to 24,Blackpool,offenders
942,2015,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffences
333,2015,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffenders
62916,2015,Qtr 3,September,1,18-24,21 to 24,Lancashire,Number of previous offences
5475,2015,Qtr 3,September,1,18-24,21 to 24,Lancashire,offenders
4572,2015,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffences
1419,2015,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffenders
21345,2015,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,Number of previous offences
1086,2015,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,offenders
1299,2015,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffences
369,2015,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffenders
24069,2015,Qtr 3,September,1,25-34,25 to 29,Blackpool,Number of previous offences
1428,2015,Qtr 3,September,1,25-34,25 to 29,Blackpool,offenders
1566,2015,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffences
411,2015,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffenders
107736,2015,Qtr 3,September,1,25-34,25 to 29,Lancashire,Number of previous offences
6670,2015,Qtr 3,September,1,25-34,25 to 29,Lancashire,offenders
6454,2015,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffences
1838,2015,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffenders
24408,2015,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,Number of previous offences
882,2015,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,offenders
1557,2015,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffences
288,2015,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffenders
27291,2015,Qtr 3,September,1,25-34,30 to 34,Blackpool,Number of previous offences
1074,2015,Qtr 3,September,1,25-34,30 to 34,Blackpool,offenders
1467,2015,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffences
369,2015,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffenders
117280,2015,Qtr 3,September,1,25-34,30 to 34,Lancashire,Number of previous offences
5197,2015,Qtr 3,September,1,25-34,30 to 34,Lancashire,offenders
5844,2015,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffences
1611,2015,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffenders
26337,2015,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,Number of previous offences
738,2015,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,offenders
1149,2015,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffences
270,2015,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffenders
35238,2015,Qtr 3,September,1,35-49,35 to 39,Blackpool,Number of previous offences
1050,2015,Qtr 3,September,1,35-49,35 to 39,Blackpool,offenders
1236,2015,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffences
327,2015,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffenders
118460,2015,Qtr 3,September,1,35-49,35 to 39,Lancashire,Number of previous offences
3971,2015,Qtr 3,September,1,35-49,35 to 39,Lancashire,offenders
4041,2015,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffences
1159,2015,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffenders
19983,2015,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,Number of previous offences
558,2015,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,offenders
549,2015,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffences
138,2015,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffenders
